param,value,unit,lower,upper,city,latitude,longitude
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",35.0,€,,,Altavilla Vicentina,45.5084288,11.4706863
"Cinema, International Release, 1 Seat",7.0,€,,,Altavilla Vicentina,45.5084288,11.4706863
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",500.0,€,,,Altavilla Vicentina,45.5084288,11.4706863
1 Pair of Jeans (Levis 501 Or Similar),100.0,€,,,Altavilla Vicentina,45.5084288,11.4706863
1 Pair of Men Leather Business Shoes,120.0,€,,,Altavilla Vicentina,45.5084288,11.4706863
Average Monthly Net Salary (After Tax),2000.0,€,,,Altavilla Vicentina,45.5084288,11.4706863
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",1.95,,,,Altavilla Vicentina,45.5084288,11.4706863
"Meal, Inexpensive Restaurant",17.0,€,10,35,Altamura,40.8285595,16.5527314
"Meal for 2 People, Mid-range Restaurant, Three-course",77.5,€,75,80,Altamura,40.8285595,16.5527314
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,,,Altamura,40.8285595,16.5527314
Domestic Beer (1 pint draught),4.5,€,4,5,Altamura,40.8285595,16.5527314
Imported Beer (12 oz small bottle),5.0,€,4,6,Altamura,40.8285595,16.5527314
Cappuccino (regular),1.83,€,1,3,Altamura,40.8285595,16.5527314
Coke/Pepsi (12 oz small bottle),1.5,€,1.5,1.5,Altamura,40.8285595,16.5527314
Water (12 oz small bottle),1.0,€,1,1,Altamura,40.8285595,16.5527314
"Milk (regular), (1 gallon)",3.22,€,2.65,3.79,Altamura,40.8285595,16.5527314
Loaf of Fresh White Bread (1 lb),1.36,€,0.91,1.81,Altamura,40.8285595,16.5527314
"Rice (white), (1 lb)",0.45,€,0.32,0.59,Altamura,40.8285595,16.5527314
Eggs (regular) (12),3.3,€,3,3.6,Altamura,40.8285595,16.5527314
Local Cheese (1 lb),3.86,€,3.18,4.54,Altamura,40.8285595,16.5527314
Chicken Fillets (1 lb),1.59,€,,,Altamura,40.8285595,16.5527314
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),4.99,€,,,Altamura,40.8285595,16.5527314
Apples (1 lb),0.91,€,,,Altamura,40.8285595,16.5527314
Banana (1 lb),0.57,€,,,Altamura,40.8285595,16.5527314
Oranges (1 lb),0.45,€,,,Altamura,40.8285595,16.5527314
Tomato (1 lb),0.23,€,,,Altamura,40.8285595,16.5527314
Potato (1 lb),0.11,€,,,Altamura,40.8285595,16.5527314
Onion (1 lb),0.34,€,,,Altamura,40.8285595,16.5527314
Water (1.5 liter bottle),0.35,€,,,Altamura,40.8285595,16.5527314
Bottle of Wine (Mid-Range),12.0,€,,,Altamura,40.8285595,16.5527314
Domestic Beer (0.5 liter bottle),3.03,€,,,Altamura,40.8285595,16.5527314
Cigarettes 20 Pack (Marlboro),5.75,€,5.5,6,Altamura,40.8285595,16.5527314
One-way Ticket (Local Transport),1.0,€,1,1,Altamura,40.8285595,16.5527314
Monthly Pass (Regular Price),22.5,€,20,25,Altamura,40.8285595,16.5527314
Taxi Start (Normal Tariff),10.0,€,,,Altamura,40.8285595,16.5527314
Gasoline (1 gallon),7.57,€,,,Altamura,40.8285595,16.5527314
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),23000.0,€,,,Altamura,40.8285595,16.5527314
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),11610.0,€,,,Altamura,40.8285595,16.5527314
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",165.0,€,80,250,Altamura,40.8285595,16.5527314
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",20.0,€,20,20,Altamura,40.8285595,16.5527314
"Fitness Club, Monthly Fee for 1 Adult",70.0,€,60,80,Altamura,40.8285595,16.5527314
"Cinema, International Release, 1 Seat",5.5,€,5,6,Altamura,40.8285595,16.5527314
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",180.0,€,,,Altamura,40.8285595,16.5527314
1 Pair of Jeans (Levis 501 Or Similar),100.0,€,,,Altamura,40.8285595,16.5527314
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",50.0,€,,,Altamura,40.8285595,16.5527314
1 Pair of Nike Running Shoes (Mid-Range),100.0,€,,,Altamura,40.8285595,16.5527314
1 Pair of Men Leather Business Shoes,150.0,€,,,Altamura,40.8285595,16.5527314
Apartment (1 bedroom) in City Centre,450.0,€,,,Altamura,40.8285595,16.5527314
Apartment (1 bedroom) Outside of Centre,350.0,€,,,Altamura,40.8285595,16.5527314
Apartment (3 bedrooms) in City Centre,700.0,€,,,Altamura,40.8285595,16.5527314
Apartment (3 bedrooms) Outside of Centre,500.0,€,,,Altamura,40.8285595,16.5527314
Price per Square Feet to Buy Apartment in City Centre,204.38,€,,,Altamura,40.8285595,16.5527314
Price per Square Feet to Buy Apartment Outside of Centre,167.22,€,,,Altamura,40.8285595,16.5527314
Average Monthly Net Salary (After Tax),1350.0,€,,,Altamura,40.8285595,16.5527314
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",1.14,,0.9,1.38,Altamura,40.8285595,16.5527314
"Meal, Inexpensive Restaurant",15.0,€,11,25,Alghero,40.5600205,8.3151473
"Meal for 2 People, Mid-range Restaurant, Three-course",70.0,€,50,130,Alghero,40.5600205,8.3151473
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,7.5,12,Alghero,40.5600205,8.3151473
Domestic Beer (1 pint draught),4.0,€,3,7,Alghero,40.5600205,8.3151473
Imported Beer (12 oz small bottle),4.0,€,3.5,6,Alghero,40.5600205,8.3151473
Cappuccino (regular),1.51,€,1.2,2,Alghero,40.5600205,8.3151473
Coke/Pepsi (12 oz small bottle),2.67,€,2,3,Alghero,40.5600205,8.3151473
Water (12 oz small bottle),1.15,€,1,2,Alghero,40.5600205,8.3151473
"Milk (regular), (1 gallon)",4.94,€,3.03,7.57,Alghero,40.5600205,8.3151473
Loaf of Fresh White Bread (1 lb),1.78,€,0.36,3.54,Alghero,40.5600205,8.3151473
"Rice (white), (1 lb)",1.12,€,0.68,1.72,Alghero,40.5600205,8.3151473
Eggs (regular) (12),2.8,€,1.44,4,Alghero,40.5600205,8.3151473
Local Cheese (1 lb),6.5,€,4.08,12.7,Alghero,40.5600205,8.3151473
Chicken Fillets (1 lb),3.03,€,3.03,5.44,Alghero,40.5600205,8.3151473
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.29,€,3.63,13.61,Alghero,40.5600205,8.3151473
Apples (1 lb),0.97,€,0.45,1.59,Alghero,40.5600205,8.3151473
Banana (1 lb),0.68,€,0.45,2.27,Alghero,40.5600205,8.3151473
Oranges (1 lb),0.83,€,0.45,1.36,Alghero,40.5600205,8.3151473
Tomato (1 lb),1.13,€,0.68,2.72,Alghero,40.5600205,8.3151473
Potato (1 lb),0.58,€,0.23,1.09,Alghero,40.5600205,8.3151473
Onion (1 lb),0.62,€,0.45,1.36,Alghero,40.5600205,8.3151473
Lettuce (1 head),1.0,€,0.5,2,Alghero,40.5600205,8.3151473
Water (1.5 liter bottle),0.41,€,0.2,1.5,Alghero,40.5600205,8.3151473
Bottle of Wine (Mid-Range),5.75,€,4,10,Alghero,40.5600205,8.3151473
Domestic Beer (0.5 liter bottle),1.33,€,0.9,3,Alghero,40.5600205,8.3151473
Imported Beer (12 oz small bottle),1.95,€,1,3,Alghero,40.5600205,8.3151473
Cigarettes 20 Pack (Marlboro),5.7,€,5.5,6.2,Alghero,40.5600205,8.3151473
One-way Ticket (Local Transport),1.3,€,,,Alghero,40.5600205,8.3151473
Taxi Start (Normal Tariff),3.0,€,3,15,Alghero,40.5600205,8.3151473
Taxi 1 mile (Normal Tariff),3.22,€,1.77,3.22,Alghero,40.5600205,8.3151473
Taxi 1hour Waiting (Normal Tariff),25.0,€,24,26,Alghero,40.5600205,8.3151473
Gasoline (1 gallon),6.81,€,6.44,8.3,Alghero,40.5600205,8.3151473
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),22300.0,€,"20,000.00","26,800.00",Alghero,40.5600205,8.3151473
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),23333.33,€,"25,000.00","31,000.00",Alghero,40.5600205,8.3151473
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",249.62,€,180,392.31,Alghero,40.5600205,8.3151473
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,14.99,14.99,Alghero,40.5600205,8.3151473
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",27.0,€,25,40,Alghero,40.5600205,8.3151473
"Cinema, International Release, 1 Seat",8.0,€,8,10,Alghero,40.5600205,8.3151473
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",390.0,€,390,500,Alghero,40.5600205,8.3151473
"International Primary School, Yearly for 1 Child",6500.0,€,"6,500.00","6,500.00",Alghero,40.5600205,8.3151473
1 Pair of Jeans (Levis 501 Or Similar),90.0,€,50,100,Alghero,40.5600205,8.3151473
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",32.86,€,20,50,Alghero,40.5600205,8.3151473
1 Pair of Nike Running Shoes (Mid-Range),81.25,€,40,130,Alghero,40.5600205,8.3151473
1 Pair of Men Leather Business Shoes,101.8,€,50,200,Alghero,40.5600205,8.3151473
Apartment (1 bedroom) in City Centre,500.0,€,,,Alghero,40.5600205,8.3151473
Apartment (3 bedrooms) in City Centre,700.0,€,,,Alghero,40.5600205,8.3151473
Price per Square Feet to Buy Apartment in City Centre,185.8,€,,,Alghero,40.5600205,8.3151473
Price per Square Feet to Buy Apartment Outside of Centre,185.8,€,,,Alghero,40.5600205,8.3151473
Average Monthly Net Salary (After Tax),1766.67,€,,,Alghero,40.5600205,8.3151473
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.4,,2.2,4.9,Alghero,40.5600205,8.3151473
"Meal, Inexpensive Restaurant",12.0,€,10,30,Alessandria,44.83495335,8.745030418605868
"Meal for 2 People, Mid-range Restaurant, Three-course",45.0,€,40,110,Alessandria,44.83495335,8.745030418605868
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,7.99,15,Alessandria,44.83495335,8.745030418605868
Domestic Beer (1 pint draught),4.0,€,4,5,Alessandria,44.83495335,8.745030418605868
Imported Beer (12 oz small bottle),4.0,€,3,5,Alessandria,44.83495335,8.745030418605868
Cappuccino (regular),1.59,€,1.2,2.5,Alessandria,44.83495335,8.745030418605868
Coke/Pepsi (12 oz small bottle),2.12,€,1.5,3,Alessandria,44.83495335,8.745030418605868
Water (12 oz small bottle),0.96,€,1,1.5,Alessandria,44.83495335,8.745030418605868
"Milk (regular), (1 gallon)",5.67,€,3.03,7.53,Alessandria,44.83495335,8.745030418605868
Loaf of Fresh White Bread (1 lb),1.97,€,0.91,4.85,Alessandria,44.83495335,8.745030418605868
"Rice (white), (1 lb)",1.06,€,0.45,2.09,Alessandria,44.83495335,8.745030418605868
Eggs (regular) (12),3.1,€,1.8,5.8,Alessandria,44.83495335,8.745030418605868
Local Cheese (1 lb),6.17,€,2.27,10.89,Alessandria,44.83495335,8.745030418605868
Chicken Fillets (1 lb),4.76,€,2.27,7.26,Alessandria,44.83495335,8.745030418605868
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.8,€,6.8,10.89,Alessandria,44.83495335,8.745030418605868
Apples (1 lb),0.81,€,0.44,1.36,Alessandria,44.83495335,8.745030418605868
Banana (1 lb),0.92,€,0.45,1.54,Alessandria,44.83495335,8.745030418605868
Oranges (1 lb),1.06,€,0.45,1.88,Alessandria,44.83495335,8.745030418605868
Tomato (1 lb),1.36,€,0.68,2.27,Alessandria,44.83495335,8.745030418605868
Potato (1 lb),0.65,€,0.27,0.91,Alessandria,44.83495335,8.745030418605868
Onion (1 lb),0.67,€,0.41,1.13,Alessandria,44.83495335,8.745030418605868
Lettuce (1 head),0.99,€,0.5,3,Alessandria,44.83495335,8.745030418605868
Water (1.5 liter bottle),0.48,€,0.15,1,Alessandria,44.83495335,8.745030418605868
Bottle of Wine (Mid-Range),4.0,€,3.85,8,Alessandria,44.83495335,8.745030418605868
Domestic Beer (0.5 liter bottle),1.1,€,1,2.5,Alessandria,44.83495335,8.745030418605868
Imported Beer (12 oz small bottle),2.29,€,1.5,4.5,Alessandria,44.83495335,8.745030418605868
Cigarettes 20 Pack (Marlboro),5.6,€,5,6.5,Alessandria,44.83495335,8.745030418605868
Monthly Pass (Regular Price),40.0,€,,,Alessandria,44.83495335,8.745030418605868
Taxi Start (Normal Tariff),5.0,€,5,6,Alessandria,44.83495335,8.745030418605868
Taxi 1 mile (Normal Tariff),1.61,€,1.45,3.22,Alessandria,44.83495335,8.745030418605868
Taxi 1hour Waiting (Normal Tariff),24.5,€,24,50,Alessandria,44.83495335,8.745030418605868
Gasoline (1 gallon),7.09,€,6.44,8.3,Alessandria,44.83495335,8.745030418605868
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),25000.0,€,"25,000.00","25,000.00",Alessandria,44.83495335,8.745030418605868
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),28333.33,€,"28,000.00","28,000.00",Alessandria,44.83495335,8.745030418605868
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",150.0,€,100,240.55,Alessandria,44.83495335,8.745030418605868
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,14.99,14.99,Alessandria,44.83495335,8.745030418605868
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",31.67,€,25,45,Alessandria,44.83495335,8.745030418605868
"Fitness Club, Monthly Fee for 1 Adult",37.5,€,25,50,Alessandria,44.83495335,8.745030418605868
"Cinema, International Release, 1 Seat",8.0,€,8,12,Alessandria,44.83495335,8.745030418605868
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",500.0,€,500,700,Alessandria,44.83495335,8.745030418605868
"International Primary School, Yearly for 1 Child",7800.0,€,"6,000.00","13,000.00",Alessandria,44.83495335,8.745030418605868
1 Pair of Jeans (Levis 501 Or Similar),80.33,€,40,130,Alessandria,44.83495335,8.745030418605868
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",35.0,€,15,60,Alessandria,44.83495335,8.745030418605868
1 Pair of Nike Running Shoes (Mid-Range),70.0,€,55,120,Alessandria,44.83495335,8.745030418605868
1 Pair of Men Leather Business Shoes,115.0,€,80,150,Alessandria,44.83495335,8.745030418605868
Apartment (1 bedroom) in City Centre,366.67,€,300,400,Alessandria,44.83495335,8.745030418605868
Apartment (1 bedroom) Outside of Centre,316.67,€,300,350,Alessandria,44.83495335,8.745030418605868
Apartment (3 bedrooms) in City Centre,666.67,€,500,800,Alessandria,44.83495335,8.745030418605868
Apartment (3 bedrooms) Outside of Centre,625.0,€,550,700,Alessandria,44.83495335,8.745030418605868
Price per Square Feet to Buy Apartment in City Centre,111.48,€,,,Alessandria,44.83495335,8.745030418605868
Price per Square Feet to Buy Apartment Outside of Centre,83.61,€,,,Alessandria,44.83495335,8.745030418605868
Average Monthly Net Salary (After Tax),1658.33,€,,,Alessandria,44.83495335,8.745030418605868
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.58,,1.2,4.9,Alessandria,44.83495335,8.745030418605868
"Milk (regular), (1 gallon)",4.16,€,,,Albenga,44.0492503,8.2131239
Loaf of Fresh White Bread (1 lb),1.45,€,,,Albenga,44.0492503,8.2131239
"Rice (white), (1 lb)",1.16,€,1.13,1.18,Albenga,44.0492503,8.2131239
Eggs (regular) (12),3.91,€,3.25,4.56,Albenga,44.0492503,8.2131239
Local Cheese (1 lb),4.99,€,,,Albenga,44.0492503,8.2131239
Chicken Fillets (1 lb),3.58,€,,,Albenga,44.0492503,8.2131239
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),4.45,€,,,Albenga,44.0492503,8.2131239
Apples (1 lb),0.45,€,,,Albenga,44.0492503,8.2131239
Banana (1 lb),0.91,€,,,Albenga,44.0492503,8.2131239
Oranges (1 lb),1.36,€,,,Albenga,44.0492503,8.2131239
Tomato (1 lb),1.36,€,,,Albenga,44.0492503,8.2131239
Potato (1 lb),0.45,€,,,Albenga,44.0492503,8.2131239
Onion (1 lb),0.91,€,,,Albenga,44.0492503,8.2131239
Lettuce (1 head),0.5,€,,,Albenga,44.0492503,8.2131239
Water (1.5 liter bottle),0.33,€,,,Albenga,44.0492503,8.2131239
Bottle of Wine (Mid-Range),5.0,€,,,Albenga,44.0492503,8.2131239
One-way Ticket (Local Transport),1.5,€,,,Albenga,44.0492503,8.2131239
Monthly Pass (Regular Price),43.0,€,,,Albenga,44.0492503,8.2131239
Gasoline (1 gallon),7.0,€,,,Albenga,44.0492503,8.2131239
"Fitness Club, Monthly Fee for 1 Adult",25.0,€,,,Albenga,44.0492503,8.2131239
Tennis Court Rent (1 Hour on Weekend),30.0,€,,,Albenga,44.0492503,8.2131239
"Cinema, International Release, 1 Seat",8.0,€,,,Albenga,44.0492503,8.2131239
"Meal, Inexpensive Restaurant",15.25,€,10.5,20,Alba,56.7861112,-4.1140518
"Meal for 2 People, Mid-range Restaurant, Three-course",60.0,€,50,80,Alba,56.7861112,-4.1140518
McMeal at McDonalds (or Equivalent Combo Meal),9.0,€,8,10,Alba,56.7861112,-4.1140518
Domestic Beer (1 pint draught),5.5,€,5,6,Alba,56.7861112,-4.1140518
Imported Beer (12 oz small bottle),3.5,€,3,4,Alba,56.7861112,-4.1140518
Cappuccino (regular),1.35,€,1.2,1.5,Alba,56.7861112,-4.1140518
Coke/Pepsi (12 oz small bottle),2.25,€,2,2.5,Alba,56.7861112,-4.1140518
Water (12 oz small bottle),1.5,€,1,2,Alba,56.7861112,-4.1140518
"Milk (regular), (1 gallon)",4.16,€,3.6,4.92,Alba,56.7861112,-4.1140518
Loaf of Fresh White Bread (1 lb),1.87,€,0.77,2.72,Alba,56.7861112,-4.1140518
"Rice (white), (1 lb)",1.09,€,0.36,1.81,Alba,56.7861112,-4.1140518
Eggs (regular) (12),2.55,€,1.2,3,Alba,56.7861112,-4.1140518
Local Cheese (1 lb),5.29,€,4.54,6.8,Alba,56.7861112,-4.1140518
Chicken Fillets (1 lb),3.61,€,3.18,4.49,Alba,56.7861112,-4.1140518
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.43,€,5.44,7.26,Alba,56.7861112,-4.1140518
Apples (1 lb),0.64,€,0.45,0.91,Alba,56.7861112,-4.1140518
Banana (1 lb),0.68,€,0.45,0.91,Alba,56.7861112,-4.1140518
Oranges (1 lb),0.68,€,0.45,0.91,Alba,56.7861112,-4.1140518
Tomato (1 lb),1.25,€,0.91,1.59,Alba,56.7861112,-4.1140518
Potato (1 lb),0.48,€,0.45,0.54,Alba,56.7861112,-4.1140518
Onion (1 lb),0.6,€,0.45,0.91,Alba,56.7861112,-4.1140518
Lettuce (1 head),1.0,€,,,Alba,56.7861112,-4.1140518
Water (1.5 liter bottle),0.64,€,0.12,1.5,Alba,56.7861112,-4.1140518
Bottle of Wine (Mid-Range),8.0,€,7,9,Alba,56.7861112,-4.1140518
Domestic Beer (0.5 liter bottle),1.76,€,1.52,2,Alba,56.7861112,-4.1140518
Imported Beer (12 oz small bottle),2.0,€,,,Alba,56.7861112,-4.1140518
Cigarettes 20 Pack (Marlboro),5.5,€,5.2,6,Alba,56.7861112,-4.1140518
One-way Ticket (Local Transport),1.35,€,1.2,1.5,Alba,56.7861112,-4.1140518
Gasoline (1 gallon),7.0,€,,,Alba,56.7861112,-4.1140518
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",255.0,€,,,Alba,56.7861112,-4.1140518
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",25.0,€,,,Alba,56.7861112,-4.1140518
"Fitness Club, Monthly Fee for 1 Adult",45.42,€,20.83,70,Alba,56.7861112,-4.1140518
Tennis Court Rent (1 Hour on Weekend),25.0,€,,,Alba,56.7861112,-4.1140518
"Cinema, International Release, 1 Seat",10.0,€,,,Alba,56.7861112,-4.1140518
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",350.0,€,,,Alba,56.7861112,-4.1140518
1 Pair of Jeans (Levis 501 Or Similar),85.0,€,,,Alba,56.7861112,-4.1140518
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",25.0,€,,,Alba,56.7861112,-4.1140518
1 Pair of Nike Running Shoes (Mid-Range),45.0,€,,,Alba,56.7861112,-4.1140518
1 Pair of Men Leather Business Shoes,65.0,€,,,Alba,56.7861112,-4.1140518
Apartment (1 bedroom) in City Centre,600.0,€,500,700,Alba,56.7861112,-4.1140518
Apartment (1 bedroom) Outside of Centre,575.0,€,450,700,Alba,56.7861112,-4.1140518
Apartment (3 bedrooms) in City Centre,850.0,€,700,"1,000.00",Alba,56.7861112,-4.1140518
Apartment (3 bedrooms) Outside of Centre,650.0,€,500,850,Alba,56.7861112,-4.1140518
Price per Square Feet to Buy Apartment in City Centre,301.93,€,232.26,371.61,Alba,56.7861112,-4.1140518
Price per Square Feet to Buy Apartment Outside of Centre,185.8,€,139.35,232.26,Alba,56.7861112,-4.1140518
Average Monthly Net Salary (After Tax),1616.67,€,,,Alba,56.7861112,-4.1140518
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.97,,1.02,4.9,Alba,56.7861112,-4.1140518
"Meal, Inexpensive Restaurant",27.5,€,15,40,Alassio,44.0080109,8.1730265
"Meal for 2 People, Mid-range Restaurant, Three-course",82.5,€,65,100,Alassio,44.0080109,8.1730265
McMeal at McDonalds (or Equivalent Combo Meal),15.0,€,,,Alassio,44.0080109,8.1730265
Domestic Beer (1 pint draught),6.5,€,3,10,Alassio,44.0080109,8.1730265
Imported Beer (12 oz small bottle),6.25,€,2.5,10,Alassio,44.0080109,8.1730265
Cappuccino (regular),2.0,€,2,2,Alassio,44.0080109,8.1730265
Coke/Pepsi (12 oz small bottle),2.0,€,2,2,Alassio,44.0080109,8.1730265
Water (12 oz small bottle),1.5,€,1,2,Alassio,44.0080109,8.1730265
"Milk (regular), (1 gallon)",5.68,€,,,Alassio,44.0080109,8.1730265
Loaf of Fresh White Bread (1 lb),0.91,€,,,Alassio,44.0080109,8.1730265
"Rice (white), (1 lb)",0.45,€,,,Alassio,44.0080109,8.1730265
Eggs (regular) (12),3.6,€,,,Alassio,44.0080109,8.1730265
Local Cheese (1 lb),10.89,€,,,Alassio,44.0080109,8.1730265
Chicken Fillets (1 lb),5.44,€,,,Alassio,44.0080109,8.1730265
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),11.34,€,,,Alassio,44.0080109,8.1730265
Apples (1 lb),1.36,€,,,Alassio,44.0080109,8.1730265
Banana (1 lb),1.36,€,,,Alassio,44.0080109,8.1730265
Oranges (1 lb),0.91,€,,,Alassio,44.0080109,8.1730265
Tomato (1 lb),0.45,€,,,Alassio,44.0080109,8.1730265
Potato (1 lb),0.45,€,,,Alassio,44.0080109,8.1730265
Onion (1 lb),0.23,€,,,Alassio,44.0080109,8.1730265
Lettuce (1 head),1.0,€,,,Alassio,44.0080109,8.1730265
Water (1.5 liter bottle),1.2,€,,,Alassio,44.0080109,8.1730265
Bottle of Wine (Mid-Range),8.0,€,,,Alassio,44.0080109,8.1730265
Domestic Beer (0.5 liter bottle),2.0,€,,,Alassio,44.0080109,8.1730265
